Team,GP,W,L,Pace,OffRtg,DefRtg,NetRtg,Opp ND/FG,Opp MD/FG,Opp 3P/FG,Opp eFG%,Opp ORB%,Opp DRB%,Opp TRB%,Opp AST%,Opp TOV%,Opp FT/G,Opp FTr
ALBA BERLIN,12,7,5,69.0,115.6,113.6,2.0,43.8,18.2,38.0,52.3,27.9,68.8,49.6,55.2,18.9,28.7,0.294
Artland Dragons,8,4,4,66.6,111.5,111.9,-0.4,43.6,25.2,31.2,52.1,29.5,74.6,51.3,59.2,16.6,20.5,0.195
Brose Baskets,4,1,3,67.3,110.7,113.3,-2.6,42.0,17.6,40.3,55.3,28.1,69.3,49.4,68.5,16.3,14.0,0.138
EWE Baskets Oldenburg,10,5,5,69.5,100.6,104.2,-3.6,39.0,24.8,36.2,45.0,33.9,72.4,53.1,54.3,18.2,22.6,0.238
FC Bayern Muenchen,13,9,4,70.1,120.5,106.9,13.7,40.3,19.7,40.0,48.3,25.6,65.0,43.9,51.5,14.3,22.5,0.208
MHP RIESEN Ludwigsburg,4,1,3,73.7,99.1,126.9,-27.8,40.2,23.3,36.5,55.8,32.0,79.7,58.9,49.2,14.9,27.0,0.257
ratiopharm ulm,4,1,3,72.9,108.0,114.9,-6.9,39.0,23.2,37.8,53.9,32.2,73.3,52.0,54.2,17.5,23.3,0.182
Telekom Baskets Bonn,5,2,3,70.0,95.3,97.2,-1.9,57.5,18.2,24.3,43.9,30.7,69.0,49.9,55.5,19.3,21.8,0.230
