Team,GP,W,L,Pace,OffRtg,DefRtg,NetRtg,ND/FG,MD/FG,3P/FG,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,FT/G,FTr
ALBA Berlin,11,9,2,68.1,122.6,106.3,16.2,52.3,13.9,33.8,60.8,32.0,69.8,52.2,50.9,18.5,25.9,0.323
Artland Dragons,4,1,2,56.8,113.1,110.9,2.2,40.5,24.1,35.4,58.5,22.8,67.0,47.8,54.3,21.1,23.3,0.456
Bayer Giants Leverkusen,5,2,1,44.1,102.5,103.4,-0.9,39.5,18.6,41.9,49.7,22.4,77.4,49.8,41.9,17.2,15.2,0.320
Brose Baskets,4,1,2,50.6,95.9,82.1,13.8,52.1,18.4,29.4,45.4,29.4,80.6,55.1,41.8,20.8,18.3,0.282
EWE Baskets Oldenburg,8,3,4,58.5,97.8,107.7,-9.8,38.4,18.5,43.0,49.9,24.9,69.4,47.0,43.5,20.9,17.4,0.234
Eisbaeren Bremerhaven,3,0,3,70.9,101.5,133.0,-31.5,42.4,23.2,34.5,51.1,26.5,63.2,44.2,43.8,17.9,18.3,0.198
DEUTSCHE BANK SKYLINERS,10,2,5,48.3,98.8,103.8,-5.0,37.6,16.8,45.7,48.7,28.5,72.7,50.5,54.7,22.8,12.4,0.236
Telekom Baskets Bonn,13,6,5,58.6,107.3,109.5,-2.2,55.0,19.2,25.8,50.9,32.8,71.2,50.3,42.9,19.5,20.0,0.278
