Team,GP,W,L,Pace,OffRtg,DefRtg,NetRtg,Opp ND/FG,Opp MD/FG,Opp 3P/FG,Opp eFG%,Opp ORB%,Opp DRB%,Opp TRB%,Opp AST%,Opp TOV%,Opp FT/G,Opp FTr
ALBA BERLIN,4,1,3,68.1,104.7,111.3,-6.6,50.4,12.7,36.9,51.3,36.2,69.3,52.7,50.9,18.7,21.8,0.201
Artland Dragons,8,3,5,71.7,104.1,116.2,-12.0,48.6,15.9,35.5,54.5,25.0,73.7,49.1,54.5,13.3,22.9,0.188
Brose Baskets,10,9,1,71.5,124.0,104.0,20.0,50.4,13.5,36.1,51.1,26.9,72.8,48.9,51.9,19.9,19.2,0.192
FC Bayern Muenchen,5,0,0,71.7,108.3,109.7,-1.4,44.8,16.6,38.6,51.2,26.6,71.6,50.1,50.0,18.1,24.6,0.244
NY Phantoms Braunschweig,3,0,3,73.5,112.9,127.8,-15.0,43.1,19.3,37.6,58.9,22.5,64.2,43.8,53.0,11.3,20.7,0.177
ratiopharm ulm,9,6,3,75.1,113.3,110.8,2.5,45.3,17.3,37.4,52.6,28.4,73.8,50.2,48.9,15.8,17.9,0.148
Telekom Baskets Bonn,4,1,3,68.6,110.0,119.1,-9.1,54.4,13.5,32.1,57.8,35.5,72.7,54.9,45.0,18.9,18.0,0.162
s.Oliver Baskets,7,0,0,71.8,103.8,105.8,-2.0,42.2,19.9,37.9,49.2,29.5,69.5,50.6,54.9,18.5,25.3,0.239
