Team,GP,W,L,Pace,OffRtg,DefRtg,NetRtg,Opp ND/FG,Opp MD/FG,Opp 3P/FG,Opp eFG%,Opp ORB%,Opp DRB%,Opp TRB%,Opp AST%,Opp TOV%,Opp FT/G,Opp FTr
ALBA Berlin,10,5,5,65.7,106.7,101.2,5.6,45.6,21.1,33.3,50.2,27.5,75.8,51.1,42.5,21.0,20.9,0.215
Brose Baskets,7,3,4,72.3,101.9,100.3,1.6,37.4,24.8,37.8,44.8,37.1,72.2,53.4,29.7,22.1,25.3,0.244
EWE Baskets Oldenburg,12,9,3,67.2,111.3,103.7,7.6,46.6,25.6,27.8,48.8,29.0,66.3,47.2,38.8,17.9,18.2,0.178
DEUTSCHE BANK SKYLINERS,4,1,3,64.3,103.9,112.4,-8.6,33.9,22.5,43.6,54.4,33.1,70.3,51.6,47.5,18.3,20.5,0.180
MEG Goettingen,4,1,3,75.6,92.9,101.8,-8.9,46.4,11.7,41.9,51.4,29.2,61.2,47.7,51.5,25.8,25.3,0.260
ratiopharm Ulm,3,0,3,68.2,97.3,109.6,-12.2,55.6,13.1,31.3,54.7,24.4,63.2,46.4,31.6,15.2,27.3,0.219
Telekom Baskets Bonn,13,8,5,67.2,102.7,104.5,-1.8,55.4,13.9,30.7,49.2,30.5,70.8,50.7,42.0,19.4,26.2,0.255
Paderborn Baskets,5,2,3,66.6,105.7,110.8,-5.1,38.0,17.4,44.6,57.6,26.5,76.3,50.7,57.8,21.3,21.8,0.195
