Team,GP,W,L,Pace,OffRtg,DefRtg,NetRtg,ND/FG,MD/FG,3P/FG,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,FT/G,FTr
ALBA Berlin,10,5,5,65.7,106.7,101.2,5.6,48.6,13.4,38.0,54.1,24.2,72.5,48.9,55.8,20.3,23.3,0.315
Brose Baskets,7,3,4,72.3,101.9,100.3,1.6,49.8,11.8,38.5,48.9,27.8,62.9,46.6,46.1,21.0,21.9,0.284
EWE Baskets Oldenburg,12,9,3,67.2,111.3,103.7,7.6,40.8,20.2,39.0,52.6,33.7,71.0,52.8,40.3,19.1,25.3,0.319
DEUTSCHE BANK SKYLINERS,4,1,3,64.3,103.9,112.4,-8.6,35.5,32.7,31.8,50.0,29.7,66.9,48.4,45.8,20.2,15.8,0.214
MEG Goettingen,4,1,3,75.6,92.9,101.8,-8.9,38.3,28.2,33.5,39.7,38.8,70.8,52.3,21.9,22.5,24.8,0.263
ratiopharm Ulm,3,0,3,68.2,97.3,109.6,-12.2,59.2,12.6,28.2,44.5,36.8,75.6,53.6,35.7,21.5,24.3,0.253
Telekom Baskets Bonn,13,8,5,67.2,102.7,104.5,-1.8,49.5,22.2,28.3,49.2,29.2,69.5,49.3,35.5,18.9,21.0,0.242
Paderborn Baskets,5,2,3,66.6,105.7,110.8,-5.1,46.1,22.4,31.4,55.5,23.7,73.5,49.3,44.3,20.4,24.2,0.327
